abacinat: vc; 'abacinate' 
melodie: nc;abstract count soundQua 'melody' 
melodiz: vc;produce 'melodize' 
memorializ: vc;VNPPPas pEmo vt 'memorialize' 
memorie: nc;abstract component ebla 'memory' 
memoriz: vc;haveKnowledge vt 'memorize' 
menac: vc;VI VNPPP VerbNom aggravateW count situation vt 'menace' 
menstruat: vc;VI metabolize vi 'menstruate' 
mensurat: vc;vt 'mensurate' 
merceris: vc;chgAttr 'mercerise' 
merceriz: vc;chgAttr 'mercerize' 
merchandiz: vc;prod v 'merchandize' 
mercurat: vc; 'mercurate' 
merg: vc;VIrecip VNPPP VPP VPPas perOrgV tie 'merge' 
meshe: vc;VIrecip VPP VPPas VRB component phy vt 'mesh' 
mesmeris: vc;improve 'mesmerise' 
mesmeriz: vc;VNPPP improve vt 'mesmerize' 
messag: vc;Nom VI VTH count 'message' 
messe: vc;VPP nt v 'mess' 
metaboliz: vc;enGrow 'metabolize' 
metamorphos: vc;VNPPP VNPPPas VPP VPPPP VPPas chgLooks looksChg vt 'metamorphose' 
metastasiz: vc;move nt 'metastasize' 
methodiz: vc;content 'methodize' 
metricat: vc;vt 'metricate' 
metricis: vc; 'metricise' 
microwav: vc;count phy 'microwave' 
micturat: vc;metabolize vt 'micturate' 
migrat: vc;VI VPP VPPPP VPPdir chgLoc 'migrate' 
militaris: vc;chg vt 'militarise' 
militariz: vc;chg vt 'militarize' 
militat: vc;VI VPP VPhisNG vi 'militate' 
mim: vc;count job vt 'mime' 
mimick: vc;VNPPPas VNPRB count vt 'mimic' 
minc: vc;VNPPP phy vt 'mince' 
mingl: vc;VNPPP VPP tie vt 'mingle' 
miniat: vc; 'miniate' 
miniaturis: vc;chgMeasure vt 'miniaturise' 
miniaturiz: vc;chgMeasure vt 'miniaturize' 
minifi: vc;chgMeasure lessC 'minify' 
minifie: vc;chgMeasure lessC 'minify' 
minimis: vc;lessC vt 'minimise' 
minimiz: vc;VNPPhisNG chgQuant lessC vt 'minimize' 
misallocat: vc; 'misallocate' 
misappli: vc;VNPPP mkAct vt 'misapply' 
misapplie: vc;VNPPP mkAct vt 'misapply' 
misappropriat: vc;VNPPP VNPPPas take vt 'misappropriate' 
misbehav: vc;VI nEmo vi 'misbehave' 
miscalculat: vc;VPP decide 'miscalculate' 
miscarri: vc;VI tWord troubleW 'miscarry' 
miscarrie: vc;VI tWord troubleW 'miscarry' 
miscegenat: vc;associate vt 'miscegenate' 
mischarg: vc; 'mischarge' 
misclassifi: vc; 'misclassify' 
misclassifie: vc; 'misclassify' 
misconceiv: vc;VNPPPas VNPTObe VTH cognition vt 'misconceive' 
misconstru: vc;VNPPP VNPPPas VNPTObe cognition vt 'misconstrue' 
miscreat: vc;vt 'miscreate' 
miscu: vc;nt v 'miscue' 
misdat: vc;VNPPPas vt 'misdate' 
misdiagnos: vc;check 'misdiagnose' 
misestimat: vc;decide vt 'misestimate' 
misfir: vc;VI abstract count nt vi 'misfire' 
misgaug: vc; 'misgauge' 
misgiv: vc;nAttitude 'misgive' 
misguid: vc;enDo vt 'misguide' 
mishandl: vc;vt 'mishandle' 
misjudg: vc;VNPPPas decide vt 'misjudge' 
mislabell: vc; 'mislabel' 
mismanag: vc;control vt 'mismanage' 
mismat: vc; 'mismate' 
misnam: vc;VNPPPas vt 'misname' 
misperceiv: vc; 'misperceive' 
misplac: vc;VNPPP vt 'misplace' 
mispric: vc; 'misprice' 
mispriz: vc;nAttitude nt 'misprize' 
mispronounc: vc;VNPPPas vt 'mispronounce' 
misquot: vc;VNPPNGoc abstract vt 'misquote' 
misrelat: vc; 'misrelate' 
misrout: vc; 'misroute' 
misrul: ;aggravateW nt v 'misrule' 
misse: vc;VHOWSS VNPNGoc VNPPP VPP VhisNG abstract passion possession tWord vVing vt 'miss' 
misstat: vc;mkMisunderstand vt 'misstate' 
mistak: vc;VNPPP VNPPPas aggravateW count nt vt 'mistake' 
misus: vc;VNPPP VNPPhisNG VerbNom troubleW vt 'misuse' 
mitigat: vc;causeNotDo chgProperty correctW vt 'mitigate' 
mitr: vc;count tool v 'mitre' 
mixe: vc;VI VIrecip VNPPP VPP VRB VerbNom vt 'mix' 
mizzl: vc;VI vi weatherChg 'mizzle' 
mobilis: vc;VNPPP VPP enDo vt 'mobilise' 
mobiliz: vc;VNPPP VPP enDo 'mobilize' 
moderat: A;VI VNPPP VPP count lessC per vt 'moderate' 
modernis: vc;chgAttr vt 'modernise' 
moderniz: vc;VI chgAttr vt 'modernize' 
modifi: vc;VNPPNGsc VNPPP VNPPPas VNPPhisNG VNPRB VNPTOoc VWHSS chg express resume tWord vt 'modify' 
modifie: vc;VNPPNGsc VNPPP VNPPPas VNPPhisNG VNPRB VNPTOoc VWHSS chg express resume tWord vt 'modify' 
modulariz: vc;chgAttr 'modularize' 
modulat: vc;VNPPP chg mkBetter vt 'modulate' 
moisturis: vc;chgMeasure 'moisturise' 
moisturiz: vc;pt 'moisturize' 
mollifi: vc;VNPRB chgEmo chgGood statePhy vt 'mollify' 
mollifie: vc;VNPRB chgEmo chgGood statePhy vt 'mollify' 
mollycoddl: vc;count vt 'mollycoddle' 
monopolis: vc;chg vt 'monopolise' 
monopoliz: vc;VNPPP chg possession 'monopolize' 
mooche: vc;VNPPP VPP per vt 'mooch' 
mopp: vc;VNPAP count currency prod tool vt 'mop' 
moralis: vc;VPP express vt 'moralise' 
moraliz: vc;VPP express vt 'moralize' 
mortgag: vc;VNPPP VerbNom artifact count vt 'mortgage' 
mortic: vc;count vt 'mortice' 
mortifi: vc;VNPPP phenomena vt 'mortify' 
mortifie: vc;VNPPP phenomena vt 'mortify' 
motivat: vc;VNPPP VNPPPas VNPPhisNG VNPTOoc chgEmo promoteW vt vtoV 'motivate' 
motorcycl: vc;count prod tool 'motorcycle' 
mottl: vc;VNPPP abstract vt 'mottle' 
mous: vc;VI 'mouse' 
mov: vc;VI VNPPP VNPPPPP VNPRB VNPTOoc VPP VPPPP VPPforTO VRB VTH VerbNom count thinking vt vtoV 'move' 
muckrak: vc; 'muckrake' 
muddl: vc;VIrecip VPP abstract vt 'muddle' 
muffl: vc;enHidden 'muffle' 
mulberrie: nc;component plant 'mulberry' 
multiplexe: vc;kind 'multiplex' 
multipli: vc;Math VI VNPPP VPP chgQuant create vt 'multiply' 
multiplie: vc;Math VI VNPPP VPP chgQuant create vt 'multiply' 
mummie: nc;component count per 'mummy' 
mummifi: vc;chgAttr 'mummify' 
mummifie: vc;chgAttr 'mummify' 
munche: vc;chgForm vt 'munch' 
mus: vc;VI VPP VTH abstract count 'muse' 
muscl: vc;VNPPPdir VNPRB bodyPart component count strength vt 'muscle' 
mushe: vc;artifact v 'mush' 
musse: vc;abstract vt 'muss' 
mussitat: vc;mkSound vt 'mussitate' 
mutat: vc;statePhy 'mutate' 
mutilat: vc;aggravateW mkBad resume vt 'mutilate' 
mutini: vc;VI VPP vi 'mutiny' 
mutinie: vc;VI VPP vi 'mutiny' 
muzzl: vc;artifact component count vt 'muzzle' 
mysterie: nc; 'mystery' 
mystifi: vc;VI annoy chgAttr chgKnow vtPer 'mystify' 
mystifie: vc;VI annoy chgAttr chgKnow vtPer 'mystify' 
mythicis: vc; 'mythicise' 
mythologis: vc;vt 'mythologise' 
nabb: vc;ceaseMove vt 'nab' 
nagg: vc;VPP VerbNom animal count per vt 'nag' 
name-dropp: vc;VI hyphenated vi 'name-drop' 
namedropp: vc; 'namedrop' 
narrat: vc;express vt 'narrate' 
nationalis: vc;chgAttr vt 'nationalise' 
nationaliz: vc;chgAttr vt 'nationalize' 
naturalis: vc;own vt 'naturalise' 
naturaliz: vc;own vt 'naturalize' 
nauseat: vc;injureW mkAct sufferFrom vtPer 'nauseate' 
navigat: vc;VNPPPdir VPPdir move vt 'navigate' 
necessitat: vc;VTH VhisNG tWord vt 'necessitate' 
necros: vc;phenomena 'necrose' 
needl: vc;VNPPP count prod tool vt 'needle' 
negat: vc;remove reply vt 'negate' 
negotiat: vc;VNPPP VPP VPPPP VhisNG communicate vt 'negotiate' 
nestl: vc;VNPPP abstract 'nestle' 
nettl: vc;VNPPP annoy vtPer 'nettle' 
neutralis: vc;causeNotDo mkBad vt 'neutralise' 
neutraliz: vc;causeNotDo mkBad vt 'neutralize' 
nibbl: vc;VPP abstract count vt 'nibble' 
nictat: vc;enMove vt 'nictate' 
nictitat: vc;enMove vt 'nictitate' 
nid-nodd: vc;enMove hyphenated 'nid-nod' 
nidifi: vc;create 'nidify' 
nidificat: vc; 'nidificate' 
nidifie: vc;create 'nidify' 
niggl: vc;VPP VPPPP communicate nEmo 'niggle' 
nigrifi: vc;chgAttr 'nigrify' 
nigrifie: vc;chgAttr 'nigrify' 
nipp: vc;VNPPP abstract count vt 'nip' 
nitrat: vc;artifact 'nitrate' 
nitrifi: vc;chgAttr vt 'nitrify' 
nitrifie: vc;chgAttr vt 'nitrify' 
nitrogenis: vc;chgAttr 'nitrogenise' 
nitrogeniz: vc;chgAttr 'nitrogenize' 
nixe: vc;quant v 'nix' 
nobbl: vc;take 'nobble' 
nodd: vc;VNPPP VPP VerbNom count 'nod' 
nominat: vc;VNPPP VNPPPas VNPTOoc enBe 'nominate' 
nonpluse: vc;noKnowledge vt 'nonplus' 
normalis: vc;chgAttr vt 'normalise' 
normaliz: vc;chgAttr 'normalize' 
nosediv: vc;VNPPP VPP count vt 'nosedive' 
noshe: vc;VI VPP vi 'nosh' 
notariz: vc;mkOwnKnowledge 'notarize' 
notat: vc;vt 'notate' 
notche: vc;VNPPP component count vt 'notch' 
notic: vc;VHOWSS VNPPP VNPTObe VSS VWHSS abstract count haveKnowledge tWord vVing vt 'notice' 
notifi: vc;VNPPP VNPSS express vt 'notify' 
notifie: vc;VNPPP VNPSS express vt 'notify' 
nourishe: vc;mkBetter mkOthersKnowledge promoteW vt 'nourish' 
novat: vc;vt 'novate' 
novelis: vc;chg vt 'novelise' 
noveliz: vc;chg vt 'novelize' 
nudg: vc;VNPPPdir abstract count vt 'nudge' 
nuk: vc;artifact v 'nuke' 
nullifi: vc;enHidden 'nullify' 
nullifie: vc;enHidden 'nullify' 
numerat: A vc;calculate vt 'numerate' 
nurtur: vc;VNPPP abstract promoteW vt 'nurture' 
nutat: vc;vt 'nutate' 
nutrifi: vc;vt 'nutrify' 
nutrifie: vc;vt 'nutrify' 
obfuscat: vc;mkAct vt 'obfuscate' 
objectifi: vc;enHidden 'objectify' 
objectifie: vc;enHidden 'objectify' 
objurgat: vc;annoy vt 'objurgate' 
oblig: vc;VNPPNGoc VNPTOoc enDo vt 'oblige' 
obligat: A vc;VNPPP VNPTOoc enDo 'obligate' 
obliterat: vc;chgInclude remove vt 'obliterate' 
obnubilat: vc;mkAct 'obnubilate' 
obscur: A;nt vt 'obscure' 
observ: vc;VHOWSS VI VNPNG VNPPP VNPPPas VNPTObe VTH chgFit pEmo perV sense vVing vt 'observe' 
obsesse: vc;VPP excite tWord vt 'obsess' 
obsolesc: vc;vt 'obsolesce' 
obsolet: A;looks nt v 'obsolete' 
obstipat: vc;vt 'obstipate' 
obturat: vc;openShut 'obturate' 
obviat: vc;enHidden remove 'obviate' 
occidentalis: vc; 'occidentalise' 
occlud: vc;chgProperty vt 'occlude' 
occupi: vc;VNPPP take timeOrSpace vt 'occupy' 
occupie: vc;VNPPP take timeOrSpace vt 'occupy' 
officialis: vc; 'officialise' 
officiat: vc;VPP VPPas act vt 'officiate' 
offsaddl: vc; 'offsaddle' 
offsett: nc vc;VBDN abstract vt 'offset' 
ogl: vc;mental vt 'ogle' 
omitt: vc;VTH chgInclude noKnowledge remove vt vtoV 'omit' 
ooz: vc;VNPPP VPPdir natural vt 'ooze' 
opacifi: vc;vt 'opacify' 
opacifie: vc;vt 'opacify' 
opalis: vc; 'opalise' 
operat: vc;VPP VPPas chgState control resume 'operate' 
opin: vc;VTH haveKnowledge 'opine' 
oppos: vc;VNPPP VNPPPas VhisNG disagree fight vt 'oppose' 
oppresse: vc;injureW mkBad vtPer 'oppress' 
optimis: vc;improve vt 'optimise' 
optimiz: vc;VNPPP VPP chgGood improve 'optimize' 
orat: vc;VNPPP VPP 'orate' 
orchestrat: vc;mkOwnKnowledge vt 'orchestrate' 
organis: vc;VNPPP VNPPPas create vt 'organise' 
organiz: vc;VNPPP VNPPPas create 'organize' 
orientalis: vc; 'orientalise' 
orientat: vc;VNPPP mkOwnKnowledge vt 'orientate' 
originat: vc;CR VPP VPPas statePhy tWord vt 'originate' 
oscillat: vc;VNPRB VPP statePhy 'oscillate' 
osculat: vc;vt 'osculate' 
osmos: vc;CR 'osmose' 
ossifi: vc;chgAttr 'ossify' 
ossifie: vc;chgAttr 'ossify' 
ostentat: vc;show vt 'ostentate' 
ostracis: vc;VNPPP chgInclude vt 'ostracise' 
ostraciz: vc;VNPPP chgInclude vt 'ostracize' 
outbalanc: vc; 'outbalance' 
outbidb: vc;VBDN VNPPP express vt 'outbid' 
outbrav: vc;vt 'outbrave' 
outcropp: vc;component count v 'outcrop' 
outdat: vc;looks 'outdate' 
outdistanc: vc;VNPPP vt 'outdistance' 
outfac: vc;vt 'outface' 
outfitt: vc;Nom VNPPP VNPPPas chg count pt tool vt vtoV 'outfit' 
outfli: vc; 'outfly' 
outflie: vc; 'outfly' 
outfoxe: vc;haveContest vt 'outfox' 
outlin: vc;VerbNom component count vt 'outline' 
outliv: vc;VNPPP vt 'outlive' 
outmarche: vc;vt 'outmarch' 
outmatche: vc;succeed vt 'outmatch' 
outmod: vc; 'outmode' 
outpac: vc;VNPPP vt 'outpace' 
outplai: vc;vt 'outplay' 
outplaie: vc;vt 'outplay' 
outputt: vc;abstract v vacFrom 'output' 
outrag: vc;VerbNom annoy emph passion vtPer 'outrage' 
outrang: vc;vt 'outrange' 
outrid: vc;chgTime vt 'outride' 
outrunn: vc;VNPPP succeed vt 'outrun' 
outscor: vc; 'outscore' 
outshin: vc;mkAct vt 'outshine' 
outslugg: vc; 'outslug' 
outsourc: vc; 'outsource' 
outspann: vc;enMove 'outspan' 
outstai: vc;vt 'outstay' 
outstaie: vc;vt 'outstay' 
outstretche: vc; 'outstretch' 
outstripp: vc;VNPPP succeed vt 'outstrip' 
outvi: vc;VNPPP vt 'outvie' 
outvot: vc;vt 'outvote' 
outwitt: vc;haveContest vt 'outwit' 
ovenbak: vc; 'ovenbake' 
overachiev: vc;vt 'overachieve' 
overanalys: vc; 'overanalyse' 
overanalyz: vc; 'overanalyze' 
overarche: vc;vt 'overarch' 
overaw: vc;vt 'overawe' 
overbidd: vc;VBDN VNPPP VPP abstract count express vt 'overbid' 
overcharg: vc;VNPNP VNPPP VerbNom troubleW vt 'overcharge' 
overcom: vc;remove vt 'overcome' 
overcommitt: vc; 'overcommit' 
overcompensat: vc;vt 'overcompensate' 
overcropp: vc;act vt 'overcrop' 
overcultivat: vc; 'overcultivate' 
overdresse: vc;cover vt 'overdress' 
overdriv: vc;abstract tool v 'overdrive' 
overemphasiz: vc;express vt 'overemphasize' 
overestimat: vc;nt troubleW vt 'overestimate' 
overexcit: vc; 'overexcite' 
overexpos: vc;vt 'overexpose' 
overfil: vc; 'overfile' 
overfli: vc;goThrough vt 'overfly' 
overflie: vc;goThrough vt 'overfly' 
overgorg: vc;metabolize 'overgorge' 
overgraz: vc; 'overgraze' 
overhyp: vc; 'overhype' 
overindulg: vc;VPP 'overindulge' 
overjoi: vc; 'overjoy' 
overjoie: vc; 'overjoy' 
overlapp: vc;VIrecip VPP abstract count timeOrSpace vt 'overlap' 
overli: vc;move vt 'overlie' 
overmedicat: vc; 'overmedicate' 
overplai: vc;vt 'overplay' 
overplaie: vc;vt 'overplay' 
overpopulat: vc;density vt 'overpopulate' 
overprais: vc;pEmo vt 'overpraise' 
overpric: vc; 'overprice' 
overproduc: vc;vt 'overproduce' 
overpurchas: vc; 'overpurchase' 
overrat: vc;VNPPPas vt 'overrate' 
overreache: vc;haveContest take vt 'overreach' 
overrefin: vc;vt 'overrefine' 
overregulat: vc; 'overregulate' 
overrid: vc;haveContest remove succeed vt 'override' 
overrul: vc;VhisNG disagree perOrgV remove vtPer 'overrule' 
overrunn: nc vc;VerbNom vt 'overrun' 
oversaturat: vc; 'oversaturate' 
overse: vc;VNPNGoc VhisNG check vt 'oversee' 
oversimplifi: vc;control vt 'oversimplify' 
oversimplifie: vc;control vt 'oversimplify' 
overspecialis: vc; 'overspecialise' 
overstai: vc;vt 'overstay' 
overstaie: vc;vt 'overstay' 
overstat: vc;VNPPP troubleW vt 'overstate' 
overstepp: vc;succeed vt 'overstep' 
overstresse: vc;express 'overstress' 
overstretche: vc; 'overstretch' 
oversubscrib: vc; 'oversubscribe' 
oversuppli: ;count troubleW v 'oversupply' 
oversupplie: ;count troubleW v 'oversupply' 
overtak: vc;goThrough succeed vt 'overtake' 
overtopp: vc;isa vt 'overtop' 
overus: vc;VNPPP VPP VerbNom 'overuse' 
overutilis: vc;vt 'overutilise' 
overutiliz: vc;vt 'overutilize' 
overvalu: A vc;VNPPP nt troubleW vt 'overvalue' 
overwrit: vc;express 'overwrite' 
ovulat: vc;metabolize vt 'ovulate' 
oxidat: vc;VNPPP chgAttr 'oxidate' 
oxidis: vc;VNPPP VPP chgAttr vt 'oxidise' 
oxidiz: vc;VNPPP VPP chgAttr 'oxidize' 
oxygenat: vc;chgAttr vt 'oxygenate' 
oxygenis: vc;chgAttr 'oxygenise' 
oxygeniz: vc;chgAttr vt 'oxygenize' 
pacifi: vc;chgEmo ebla mkBad vt 'pacify' 
pacifie: vc;chgEmo ebla mkBad vt 'pacify' 
padd: vc;VNPPP VPPdir artifact component count vt 'pad' 
paddl: vc;VNPPP VPPdir component count tool vt 'paddle' 
pag: vc;component count infosourceN quant vt 'page' 
paganis: vc; 'paganise' 
paginat: vc;enBe 'paginate' 
palisad: vc;count v 'palisade' 
palliat: vc;chgProperty correctW vt 'palliate' 
palpat: vc;check vt 'palpate' 
palpitat: vc;VI VPP move vi 'palpitate' 
pan-fri: vc;hyphenated 'pan-fry' 
pan-frie: vc;hyphenated 'pan-fry' 
panick: nc vc;VI VNPPNGoc VNPPP VerbNom annoy passion stateMental vt 'panic' 
pann: vc;VPP VRB count tool vt 'pan' 
parachut: vc;VPP count prod v 'parachute' 
parallell: A vc;VerbNom count vt 'parallel' 
paralys: vc;ill vt 'paralyse' 
paralyz: vc;vt 'paralyze' 
parche: vc;vt 'parch' 
pargett: vc;prod v 'parget' 
parodi: vc;VerbNom vt 'parody' 
parodie: vc;VerbNom vt 'parody' 
parri: vc;VNPPP abstract count vt 'parry' 
parrie: vc;VNPPP abstract count vt 'parry' 
partak: vc;VPP beNormal 'partake' 
parti: vc;count group v 'party' 
participat: vc;VI VPNGsc VPP VPPas act vi 'participate' 
particulariz: vc;express vt 'particularize' 
partie: vc;count group v 'party' 
passivat: vc; 'passivate' 
pasteuris: vc;mkBad vt 'pasteurise' 
pasteuriz: vc;mkBad vt 'pasteurize' 
pastrie: nc;artifact 'pastry' 
pastur: vc;count vt 'pasture' 
patche: vc;component count quant tool vt 'patch' 
patinat: vc; 'patinate' 
patroll: vc;VerbNom component count orgHN vt 'patrol' 
patroniz: vc;ceaseMove give vt 'patronize' 
patt: vc;VNPPP VPP abstract count vt 'pat' 
pauperiz: vc;chgAttr vt 'pauperize' 
paus: vc;VI VPP VerbNom act count statePhy timeUnit 'pause' 
pav: vc;enHidden 'pave' 
peculat: vc;VNPPP take vt 'peculate' 
pedall: vc;abstract component count prod tool vt 'pedal' 
peddl: vc;VNPPP VPP give mkSound send vt 'peddle' 
pedicur: vc;chg count 'pedicure' 
pee-pe: vc;hyphenated metabolize 'pee-pee' 
peev: vc;abstract vt 'peeve' 
pegg: vc;VNPPP VNPPPas artifact count vt 'peg' 
penaliz: vc;VNPPNGoc VNPPP mkBad vt 'penalize' 
penetrat: vc;CR VI VPP VRB chgForm haveKnowledge vt 'penetrate' 
pepp: vc;abstract v 'pep' 
peptis: vc;vt 'peptise' 
peptiz: vc;vt 'peptize' 
perambulat: vc;vt 'perambulate' 
perceiv: vc;VHOWSS VNPPNGoc VNPPP VNPPPas VNPTObe VNPasAP VSS feeling haveKnowledge perV vt 'perceive' 
perche: vc;VNPPP animal artifact 'perch' 
percolat: vc;VPP VRB chgLooks vt 'percolate' 
percusse: vc;chgForm vt 'percuss' 
peregrinat: vc;vt 'peregrinate' 
perennat: vc;vt 'perennate' 
perforat: vc;chg 'perforate' 
perfus: vc;moveDown 'perfuse' 
perishe: vc;VI end remove suffer vi 'perish' 
perjur: vc;mkOthersKnowledge vt 'perjure' 
permeat: vc;CR VPP move vt 'permeate' 
permitt: vc;VNPRB VNPTOoc VhisNG count dative pt vt 'permit' 
permut: vc;vt 'permute' 
perorat: vc;vt 'perorate' 
perpetrat: vc;VNPPP beBad vt 'perpetrate' 
perpetuat: vc;moreC vt 'perpetuate' 
perplexe: vc;aggravateW chgKnow mkAct noKnowledge vtPer 'perplex' 
persecut: vc;mkBad vt 'persecute' 
persever: vc;VI chgFit enGrow vi 'persevere' 
personalis: vc;chgAttr 'personalise' 
personaliz: vc;chgAttr vt 'personalize' 
personat: A vc;VhisNG chgAttr vt 'personate' 
personifi: vc;VNPPPas chgAttr vt 'personify' 
personifie: vc;VNPPPas chgAttr vt 'personify' 
perspir: vc;metabolize 'perspire' 
persuad: vc;VNPPP VNPRB VNPSS VNPTOoc perOrgV vtPer 'persuade' 
perus: vc;tryToKnow 'peruse' 
pervad: vc;appear move vt 'pervade' 
pervaporat: vc;vt 'pervaporate' 
pestl: vc;count tool vt 'pestle' 
petrifi: vc;VNPPP annoy chgAttr vt 'petrify' 
petrifie: vc;VNPPP annoy chgAttr vt 'petrify' 
pett: vc;animal count vt 'pet' 
pettifogg: vc;communicate 'pettifog' 
phagocytos: vc; 'phagocytose' 
phas: vc;VNPPP VPP component count situation timeUnit vt 'phase' 
phonat: vc;vt 'phonate' 
photocompos: vc; 'photocompose' 
photocopi: vc;VRB count vt 'photocopy' 
photocopie: vc;VRB count vt 'photocopy' 
photostatt: vc;count vt 'photostat' 
picnick: vc;VI count vi 'picnic' 
pictur: vc;VNPPP VRB VerbNom count scene vt 'picture' 
piddl: vc;VI VPP v waste 'piddle' 
piec: vc;VNPPP component count phy quant vt 'piece' 
pierc: vc;chgForm lessC move vt 'pierce' 
piffl: vc;VI vi 'piffle' 
pigeonhol: vc;abstract artifact count vt 'pigeonhole' 
pil: vc;VNPPP VPP component count phy quant 'pile' 
pillag: vc;abstract nt take vt 'pillage' 
pillori: vc;count v 'pillory' 
pillorie: vc;count v 'pillory' 
pinch-hitt: vc;VBDN chgForm hyphenated 'pinch-hit' 
pinkifi: vc; 'pinkify' 
pinkifie: vc; 'pinkify' 
pinn: vc;VNPPP artifact count 'pin' 
piqu: A vc;VNPPNGoc VNPPP a troubleW vt 'pique' 
pisse: vc;VI vi 'piss' 
pistol-whipp: vc;chgForm hyphenated 'pistol-whip' 
pitche: vc;Nom VNPRB VPP abstract artifact dative soundQua vt 'pitch' 
pitt: vc;VNPPP artifact component count group vt 'pit' 
plac: vc;VNPPPas VNPPPdir VNPRB VPP count vt 'place' 
placat: vc;chgEmo vt 'placate' 
plagiariz: vc;vt write 'plagiarize' 
plagu: vc;aggravateW curse vt 'plague' 
plann: vc;VHOWSS VI VNPPP VNPPPas VNPRB VNPTOoc VPP VPPNG VPPforTO VPhisNG VTH VWHSS VerbNom count infosourceN purpose thinking vacVTO vt vtoV 'plan' 
plashe: vc;count vt 'plash' 
plasmolys: vc; 'plasmolyse' 
plasmolyz: vc; 'plasmolyze' 
plasticis: vc;chgAttr 'plasticise' 
plasticiz: vc;chgAttr 'plasticize' 
plastinat: vc;vt 'plastinate' 
platt: vc;express 'plat' 
pledg: vc;abstract count vt vtoV 'pledge' 
plie: vc;VNPPP count quant vt 'ply' 
plodd: vc;VPPdir abstract move vt 'plod' 
plopp: vc;VNPPP VPP abstract count 'plop' 
plott: vc;VHOWSS VerbNom component count vt vtoV 'plot' 
plugg: vc;VPP VerbNom component count vt 'plug' 
plung: vc;VNPPP VPP VPPdir VRB VerbNom count lessC move nt 'plunge' 
poache: vc;ceaseMove vt 'poach' 
pok: vc;VNPPP VPP chg vt 'poke' 
polaris: vc;VPP chgAttr vt 'polarise' 
polariz: vc;VPP chgAttr 'polarize' 
polemiz: vc;communicate 'polemize' 
policie: nc;Nom VPP abstract info vacOf vtoV 'policy' 
polishe: vc;VerbNom improve origin up vt 'polish' 
politicis: vc;chgAttr 'politicise' 
politiciz: vc;chgAttr vt 'politicize' 
pollenat: vc;send vt 'pollenate' 
pollinat: vc;send vt 'pollinate' 
pollut: vc;troubleW vt 'pollute' 
polychromis: vc; 'polychromise' 
polymeris: vc;vt 'polymerise' 
pomad: vc;prod vt 'pomade' 
ponie: nc;animal 'pony' 
pontificat: vc;VI VTH abstract count vi 'pontificate' 
pooche: vc;animal v 'pooch' 
popp: A vc;VNPPPdir VNPRB VPP info vt 'pop' 
popularis: vc;chgAttr mkAct vt 'popularise' 
populariz: vc;chgAttr mkAct 'popularize' 
populat: vc;ceaseMove vt 'populate' 
pos: vc;VNPPP VPP VPPPP VPPas VRB abstract count posture vt 'pose' 
poshe: A vc;pt 'posh' 
positt: vc;VPP VTH VWHSS abstract vt 'posit' 
possesse: nc vc;VNPTOoc VPP Xs containV plu possession tWord vt 'possess' 
postpon: vc;VNG VNPPP chgMeasure vVing vt 'postpone' 
postpos: vc;vt 'postpose' 
postulat: vc;VTH VWHSS abstract count vt 'postulate' 
potentiat: vc;chgGood vt 'potentiate' 
pounc: vc;VI VPP abstract count mkBad 'pounce' 
powderis: vc; 'powderise' 
power-div: vc;VPPdir count hyphenated vt 'power-dive' 
practis: vc;VNG act solution study tWord vVing vacOf vacVO vacVTO vt 'practise' 
prais: vc;VNPPNGoc VNPPP VNPPPas VerbNom count good vt 'praise' 
pranc: vc;VPPdir abstract count vt 'prance' 
preache: vc;VPP chgProperty express perV vt 'preach' 
preachifi: vc;express vi 'preachify' 
preachifie: vc;express vi 'preachify' 
preapprov: vc; 'preapprove' 
prearrang: vc;VPPforTO vt vtoV 'prearrange' 
preassembl: vc; 'preassemble' 
precalculat: vc; 'precalculate' 
precipitat: vc;VI VNPPP VPP causeV chgConnect move vt 'precipitate' 
preclud: vc;VNG VNPPNG causeNotDo remove vt 'preclude' 
preconceiv: vc;vt 'preconceive' 
preconiz: vc;express 'preconize' 
predat: vc;statePhy vt 'predate' 
predefin: vc; 'predefine' 
predestin: vc;VNPTOoc VTH vt 'predestine' 
predetermin: vc;VNPTOoc VTH VWHSS decide vt 'predetermine' 
predispos: vc;VNPPP VNPTOoc volition 'predispose' 
predominat: vc;VPP chg 'predominate' 
prefabricat: vc;create vt 'prefabricate' 
preferr: vc;VNPAP VNPPP VNPPhisNG VNPTO VPPforTO VTH VhisNG expression love passion vVing volition vt vtoV weakPI 'prefer' 
prefigur: vc;beC vt 'prefigure' 
pregnancie: nc;statePhy time 'pregnancy' 
preincubat: vc; 'preincubate' 
prejudg: vc;VHOWSS VWHSS vt 'prejudge' 
prejudic: vc;VNPPP VerbNom aggravateW thinking vt 'prejudice' 
premeditat: vc;VNG mkOwnKnowledge vt 'premeditate' 
premisse: vc;count v 'premiss' 
preoccupi: vc;VNPPP behavior vt 'preoccupy' 
preoccupie: vc;VNPPP behavior vt 'preoccupy' 
prepackag: vc; 'prepackage' 
prepar: vc;VNPPNGoc VNPPPfor VNPPhisNG VNPTOoc VPP VPPforTO act produce vt vtoV 'prepare' 
prepos: vc; 'prepose' 
prepossesse: vc;VNPTOoc mkOthersKnowledge vt 'prepossess' 
preprocesse: vc;control 'preprocess' 
preprogramm: vc;VNPAP vt 'prerecord' 
presag: vc;VPP abstract count linkV vt 'presage' 
